n_clusters,noise_frac,silhouette,davies_bouldin,calinski_harabasz,ari,nmi,dataset,method,params,runtime_s,inertia,n_iter
9,0.37616666666666665,-0.23209369599419943,0.7384032307894434,1400.0761795041117,,,UberNYC,DBSCAN,"{""eps"": 0.220788, ""min_samples"": 32}",0.02287488900003609,,
7,0.23333333333333334,0.02610883217029386,0.4558171886393211,1154.9881853759407,,,UberNYC,DBSCAN,"{""eps"": 0.310483, ""min_samples"": 32}",0.030275039000002835,,
5,0.16266666666666665,0.30865699905736094,0.6054487734013272,2456.853317718509,,,UberNYC,DBSCAN,"{""eps"": 0.413977, ""min_samples"": 32}",0.036579114000005575,,
6,0.12866666666666668,0.26943638209235204,0.5147429327392817,2102.7776907192697,,,UberNYC,DBSCAN,"{""eps"": 0.55197, ""min_samples"": 32}",0.047367823000058706,,
5,0.09916666666666667,0.36306882583718997,0.48259719941466644,2935.6316644248045,,,UberNYC,DBSCAN,"{""eps"": 0.689962, ""min_samples"": 32}",0.056312382000101024,,
4,0.07433333333333333,0.31107660504754947,0.5560129491262316,2411.826268616592,,,UberNYC,DBSCAN,"{""eps"": 0.896951, ""min_samples"": 32}",0.06832601799999338,,
3,0.05616666666666666,0.626553971734117,0.27295429357076567,2900.6341128132913,,,UberNYC,DBSCAN,"{""eps"": 1.172936, ""min_samples"": 32}",0.0896939699999848,,
3,0.03966666666666667,0.6074091989836723,0.28412111652809396,2740.0446045318918,,,UberNYC,DBSCAN,"{""eps"": 1.517917, ""min_samples"": 32}",0.11250372899996819,,
2,0.022833333333333334,0.7719877509397097,0.1837595714084503,3440.3312791997646,,,UberNYC,DBSCAN,"{""eps"": 2.069887, ""min_samples"": 32}",0.14841493499989156,,
0,1.0,,,,0.0,0.0,Ecoli,DBSCAN,"{""eps"": 0.160879, ""min_samples"": 3}",0.0019471389999807798,,
1,0.9910714285714286,,,,-0.007393463792855582,0.009797230883937084,Ecoli,DBSCAN,"{""eps"": 0.241319, ""min_samples"": 3}",0.00198832500007029,,
4,0.9464285714285714,0.5115306352377879,0.6042129147436446,36.43621907886174,-0.041115656807177284,0.05322087751728645,Ecoli,DBSCAN,"{""eps"": 0.353935, ""min_samples"": 3}",0.0019741820000263033,,
14,0.6339285714285714,0.21672515541293064,1.0397441730882193,61.46145102709013,-0.031613254937815846,0.26308496641466056,Ecoli,DBSCAN,"{""eps"": 0.514814, ""min_samples"": 3}",0.002103916000010031,,
6,0.2648809523809524,0.19605874492222394,0.7894111128559871,56.40684541686444,0.4254269757348325,0.43646632297259996,Ecoli,DBSCAN,"{""eps"": 0.723957, ""min_samples"": 3}",0.0023446730000387106,,
5,0.10416666666666667,0.0017275657523982,1.1541271011950354,15.017394811376423,0.10611981342219103,0.18761598795571294,Ecoli,DBSCAN,"{""eps"": 0.965276, ""min_samples"": 3}",0.0025676040000917055,,
3,0.03571428571428571,0.5454066634010932,0.466266254982074,27.068205021447756,0.04499326650241564,0.129147786016483,Ecoli,DBSCAN,"{""eps"": 1.287035, ""min_samples"": 3}",0.0026649509999288057,,
3,0.017857142857142856,0.5412550617146071,0.467179478441657,26.550388820143223,0.040682055779972914,0.1327604250599067,Ecoli,DBSCAN,"{""eps"": 1.608793, ""min_samples"": 3}",0.002822961999981999,,
3,0.005952380952380952,0.5390743694590967,0.5445556927773058,29.9870465451498,0.03836453340876797,0.1417823109434136,Ecoli,DBSCAN,"{""eps"": 2.091431, ""min_samples"": 3}",0.0028585430000021006,,
2,0.002976190476190476,0.5593408551420052,0.6374892782056562,63.36186480996621,0.03805441187768192,0.118319107815951,Ecoli,DBSCAN,"{""eps"": 2.734949, ""min_samples"": 3}",0.0030429440000716568,,
2,0.002976190476190476,0.5593408551420052,0.6374892782056562,63.36186480996621,0.03805441187768192,0.118319107815951,Ecoli,DBSCAN,"{""eps"": 3.539345, ""min_samples"": 3}",0.0032513150000568203,,
2,0.002976190476190476,0.5593408551420052,0.6374892782056562,63.36186480996621,0.03805441187768192,0.118319107815951,Ecoli,DBSCAN,"{""eps"": 4.82638, ""min_samples"": 3}",0.003051907999974901,,
0,1.0,,,,0.0,0.0,Ecoli,DBSCAN,"{""eps"": 0.160879, ""min_samples"": 5}",0.0018211350000001403,,
0,1.0,,,,0.0,0.0,Ecoli,DBSCAN,"{""eps"": 0.241319, ""min_samples"": 5}",0.0019191950000276847,,
2,0.9702380952380952,0.725073371445019,0.34598633795843303,58.52679636632653,-0.02363933532847702,0.03115816869932709,Ecoli,DBSCAN,"{""eps"": 0.353935, ""min_samples"": 5}",0.001956658000040079,,
7,0.8333333333333334,0.32808168144172256,0.9521404899457762,46.47269022397717,-0.08382555291345821,0.13437911325090177,Ecoli,DBSCAN,"{""eps"": 0.514814, ""min_samples"": 5}",0.0020824380000021847,,
2,0.3601190476190476,0.486199602026516,0.7987825350481116,227.61891773725654,0.33837280714280576,0.38581868918045487,Ecoli,DBSCAN,"{""eps"": 0.723957, ""min_samples"": 5}",0.002248166999947898,,
1,0.17559523809523808,,,,0.107107129969829,0.1068493307009826,Ecoli,DBSCAN,"{""eps"": 0.965276, ""min_samples"": 5}",0.0024451979999184914,,
1,0.05654761904761905,,,,0.04426633792839121,0.10210679766008851,Ecoli,DBSCAN,"{""eps"": 1.287035, ""min_samples"": 5}",0.0026244370000085837,,
1,0.03869047619047619,,,,0.040319775816350135,0.10902639681518739,Ecoli,DBSCAN,"{""eps"": 1.608793, ""min_samples"": 5}",0.0028241339999794945,,
2,0.017857142857142856,0.5599761686467482,0.5039117617888987,37.65128708791049,0.039104504567380335,0.13511722692291717,Ecoli,DBSCAN,"{""eps"": 2.091431, ""min_samples"": 5}",0.002893494999966606,,
2,0.002976190476190476,0.5593408551420052,0.6374892782056562,63.36186480996621,0.03805441187768192,0.118319107815951,Ecoli,DBSCAN,"{""eps"": 2.734949, ""min_samples"": 5}",0.0030031840000219745,,
2,0.002976190476190476,0.5593408551420052,0.6374892782056562,63.36186480996621,0.03805441187768192,0.118319107815951,Ecoli,DBSCAN,"{""eps"": 3.539345, ""min_samples"": 5}",0.003364111999985653,,
2,0.002976190476190476,0.5593408551420052,0.6374892782056562,63.36186480996621,0.03805441187768192,0.118319107815951,Ecoli,DBSCAN,"{""eps"": 4.82638, ""min_samples"": 5}",0.0029474099999333703,,
0,1.0,,,,0.0,0.0,Ecoli,DBSCAN,"{""eps"": 0.160879, ""min_samples"": 8}",0.001857144000041444,,
0,1.0,,,,0.0,0.0,Ecoli,DBSCAN,"{""eps"": 0.241319, ""min_samples"": 8}",0.0020040910000034273,,
0,1.0,,,,0.0,0.0,Ecoli,DBSCAN,"{""eps"": 0.353935, ""min_samples"": 8}",0.0019888919999857535,,
2,0.9523809523809523,0.5974380512123278,0.5376359986636756,41.92458194006957,-0.03596013846088638,0.04857267865631587,Ecoli,DBSCAN,"{""eps"": 0.514814, ""min_samples"": 8}",0.002121125999906326,,
3,0.5297619047619048,0.573207594154137,0.5694378071245466,199.6284554898218,0.21740137632767922,0.3528738214799165,Ecoli,DBSCAN,"{""eps"": 0.723957, ""min_samples"": 8}",0.0024360500000284446,,
2,0.2113095238095238,0.43439022483101963,0.9082803556623289,220.39699709855626,0.48871452241503294,0.48807371595965887,Ecoli,DBSCAN,"{""eps"": 0.965276, ""min_samples"": 8}",0.002465411999992284,,
1,0.06547619047619048,,,,0.05060146233830865,0.09609918340063754,Ecoli,DBSCAN,"{""eps"": 1.287035, ""min_samples"": 8}",0.0027618599999641447,,
1,0.03869047619047619,,,,0.040319775816350135,0.10902639681518739,Ecoli,DBSCAN,"{""eps"": 1.608793, ""min_samples"": 8}",0.003119265999998788,,
1,0.03273809523809524,,,,0.0386798439844324,0.10979551974771261,Ecoli,DBSCAN,"{""eps"": 2.091431, ""min_samples"": 8}",0.002972899000042162,,
2,0.005952380952380952,0.5576382012005718,0.6207967224091846,56.32613760446839,0.03815306971317118,0.12421270200496691,Ecoli,DBSCAN,"{""eps"": 2.734949, ""min_samples"": 8}",0.003802194999934727,,
2,0.002976190476190476,0.5593408551420052,0.6374892782056562,63.36186480996621,0.03805441187768192,0.118319107815951,Ecoli,DBSCAN,"{""eps"": 3.539345, ""min_samples"": 8}",0.0033735440000555172,,
2,0.002976190476190476,0.5593408551420052,0.6374892782056562,63.36186480996621,0.03805441187768192,0.118319107815951,Ecoli,DBSCAN,"{""eps"": 4.82638, ""min_samples"": 8}",0.003021238999963316,,
0,1.0,,,,0.0,0.0,Ecoli,DBSCAN,"{""eps"": 0.160879, ""min_samples"": 12}",0.0019500120000657262,,
0,1.0,,,,0.0,0.0,Ecoli,DBSCAN,"{""eps"": 0.241319, ""min_samples"": 12}",0.0019202559999484947,,
0,1.0,,,,0.0,0.0,Ecoli,DBSCAN,"{""eps"": 0.353935, ""min_samples"": 12}",0.002277927000022828,,
0,1.0,,,,0.0,0.0,Ecoli,DBSCAN,"{""eps"": 0.514814, ""min_samples"": 12}",0.002140638999890143,,
2,0.6785714285714286,0.6409786492388444,0.46478761373026833,199.33709708468507,0.07933787061549286,0.2632077986802253,Ecoli,DBSCAN,"{""eps"": 0.723957, ""min_samples"": 12}",0.0023314009999921836,,
2,0.25595238095238093,0.45382486846286335,0.8685401616255884,235.2544725456859,0.47278785144222973,0.45811153949903877,Ecoli,DBSCAN,"{""eps"": 0.965276, ""min_samples"": 12}",0.0024793710000494684,,
1,0.11011904761904762,,,,0.10754017538669011,0.1706322397754866,Ecoli,DBSCAN,"{""eps"": 1.287035, ""min_samples"": 12}",0.002765762999956678,,
1,0.041666666666666664,,,,0.04310550930486068,0.10858770504839162,Ecoli,DBSCAN,"{""eps"": 1.608793, ""min_samples"": 12}",0.00306673399995816,,
1,0.03273809523809524,,,,0.0386798439844324,0.10979551974771261,Ecoli,DBSCAN,"{""eps"": 2.091431, ""min_samples"": 12}",0.0031245640000179264,,
1,0.02976190476190476,,,,0.03797812133245865,0.11229036300703897,Ecoli,DBSCAN,"{""eps"": 2.734949, ""min_samples"": 12}",0.0031638899999961723,,
1,0.02976190476190476,,,,0.03797812133245865,0.11229036300703897,Ecoli,DBSCAN,"{""eps"": 3.539345, ""min_samples"": 12}",0.0032705080000141606,,
1,0.02976190476190476,,,,0.03797812133245865,0.11229036300703897,Ecoli,DBSCAN,"{""eps"": 4.82638, ""min_samples"": 12}",0.003054929000086304,,
426,0.31159234580556977,0.5697765009002477,0.43901615771186475,342953.78965460235,,,Earthquakes,HDBSCAN,"{""min_cluster_size"": 10}",2.7572115860000395,,
255,0.3027080129847941,0.6441138705709197,0.4068696405249254,124774.21837237428,,,Earthquakes,HDBSCAN,"{""min_cluster_size"": 15}",2.6801701880000337,,
144,0.3211600888433282,0.5644582941158447,0.3970391484528236,314830.8185983762,,,Earthquakes,HDBSCAN,"{""min_cluster_size"": 25}",2.6654882310000403,,
72,0.28190671450538185,0.6298992069138569,0.41328472886615664,134059.49993236145,,,Earthquakes,HDBSCAN,"{""min_cluster_size"": 40}",2.7400320059999785,,
43,0.2536733299162823,0.6180383991476986,0.4038630188533868,197275.05305226005,,,Earthquakes,HDBSCAN,"{""min_cluster_size"": 60}",2.6929207009999345,,
30,0.3020246027678114,0.6941781835709411,0.3460108241634162,298706.5293778495,,,Earthquakes,HDBSCAN,"{""min_cluster_size"": 100}",2.8312447360000306,,
21,0.26148983427302236,0.5937590988507022,0.41291248055519864,84859.71908235774,,,Earthquakes,HDBSCAN,"{""min_cluster_size"": 150}",3.01547916100003,,
13,0.3193661370237485,0.6983531036748776,0.3410822801553991,123747.81058705499,,,Earthquakes,HDBSCAN,"{""min_cluster_size"": 250}",3.339298388999964,,
18,0.058666666666666666,0.12785589873454378,0.40507050230004465,807.4046246640473,,,UberNYC,HDBSCAN,"{""min_cluster_size"": 10}",0.16062538599999243,,
12,0.07616666666666666,0.22238876338159644,0.40940713479565854,1061.9295020415732,,,UberNYC,HDBSCAN,"{""min_cluster_size"": 15}",0.15955499300002884,,
6,0.1,0.3806964905863032,0.4535486017325175,2402.4449400283133,,,UberNYC,HDBSCAN,"{""min_cluster_size"": 25}",0.15501749299994572,,
5,0.11283333333333333,0.35935827597996306,0.475861076085514,2962.7579866058486,,,UberNYC,HDBSCAN,"{""min_cluster_size"": 40}",0.16259857499994723,,
5,0.12733333333333333,0.3385955002859502,0.46677336287358456,2896.6425718841083,,,UberNYC,HDBSCAN,"{""min_cluster_size"": 60}",0.1760057040000902,,
3,0.050666666666666665,0.6269465429499167,0.2844409300205368,3116.7625209503067,,,UberNYC,HDBSCAN,"{""min_cluster_size"": 100}",0.20896344100003716,,
4,0.7118333333333333,0.6475070726015655,0.415304777772804,7507.236369089938,,,UberNYC,HDBSCAN,"{""min_cluster_size"": 150}",0.2589603860000125,,
3,0.7471666666666666,0.673499169136987,0.5241479107431031,8768.00381475334,,,UberNYC,HDBSCAN,"{""min_cluster_size"": 250}",0.3634763469999598,,
2,0.002976190476190476,0.5593408551420052,0.6374892782056562,63.36186480996621,0.03805441187768192,0.118319107815951,Ecoli,HDBSCAN,"{""min_cluster_size"": 5}",0.004192989999978636,,
2,0.002976190476190476,0.5593408551420052,0.6374892782056562,63.36186480996621,0.03805441187768192,0.118319107815951,Ecoli,HDBSCAN,"{""min_cluster_size"": 8}",0.003493366000043352,,
2,0.37202380952380953,0.48274823708177567,0.7894353382394429,210.7435521188344,0.3389361671772482,0.3763418425871164,Ecoli,HDBSCAN,"{""min_cluster_size"": 12}",0.003390364999972917,,
2,0.5178571428571429,0.5423254086884969,0.6554305580147084,222.3084862205219,0.19391505646701138,0.30073345971944343,Ecoli,HDBSCAN,"{""min_cluster_size"": 20}",0.004260719999933826,,
2,0.5982142857142857,0.5847499661852015,0.5711398123684273,211.50677244614567,0.14523594594509812,0.29681297926868455,Ecoli,HDBSCAN,"{""min_cluster_size"": 30}",0.004638055999976132,,
