dataset,method,fit_seconds,param_n_clusters,n_clusters_found,noise_ratio,silhouette,davies_bouldin,calinski_harabasz,adjusted_rand_index,normalized_mutual_info,adjusted_mutual_info,fowlkes_mallows,param_eps,param_min_samples,param_min_cluster_size,param_n_components,param_affinity
fashion_mnist,KMeans++,0.079438560991548,10.0,10,0.0,0.20206546783447266,1.4701686883374123,531.8908547432289,0.3433075363347688,0.5121168316614569,0.5091375304083571,0.41669582847728837,,,,,
fashion_mnist,DBSCAN,0.011123844014946371,,2,0.33166666666666667,0.16115239262580872,1.1818862820397404,79.30578848930446,0.03315514970252038,0.10047953040035128,0.09864769351046587,0.268402830115984,3.7885727882385254,20.0,,,
fashion_mnist,HDBSCAN,0.3032202360336669,,28,0.7086666666666667,0.2284708321094513,1.123199807330934,125.89364483188491,0.05030677908931593,0.33049358241878013,0.3125317423739564,0.2834140640366222,,,5.0,,
fashion_mnist,GMM,2.798608188983053,,10,0.0,0.1321205198764801,2.036679351377528,357.73929730574247,0.3908997423496601,0.5647630943203499,0.5620972056422245,0.4614798065313618,,,,10.0,
fashion_mnist,Spectral Clustering,0.17874327598838136,10.0,10,0.0,0.19361644983291626,1.5679209833521683,494.23233705773475,0.39832572133193467,0.5860436636831966,0.5835002010475738,0.46919254733169846,,,,,nearest_neighbors
